Specimen date,Barking and Dagenham,Barnet,Barnsley,Bath and North East Somerset,Bedford,Bexley,Birmingham,Blackburn with Darwen,Blackpool,Bolton,"Bournemouth, Christchurch and Poole",Bracknell Forest,Bradford,Brent,Brighton and Hove,"Bristol, City of",Bromley,Buckinghamshire,Bury,Calderdale,Cambridgeshire,Camden,Central Bedfordshire,Cheshire East,Cheshire West and Chester,Cornwall and Isles of Scilly,County Durham,Coventry,Croydon,Cumbria,Darlington,Derby,Derbyshire,Devon,Doncaster,Dorset,Dudley,Ealing,East Riding of Yorkshire,East Sussex,Enfield,Essex,Gateshead,Gloucestershire,Greenwich,Hackney and City of London,Halton,Hammersmith and Fulham,Hampshire,Haringey,Harrow,Hartlepool,Havering,"Herefordshire, County of",Hertfordshire,Hillingdon,Hounslow,Isle of Wight,Islington,Kensington and Chelsea,Kent,"Kingston upon Hull, City of",Kingston upon Thames,Kirklees,Knowsley,Lambeth,Lancashire,Leeds,Leicester,Leicestershire,Lewisham,Lincolnshire,Liverpool,Luton,Manchester,Medway,Merton,Middlesbrough,Milton Keynes,Newcastle upon Tyne,Newham,Norfolk,North East Lincolnshire,North Lincolnshire,North Somerset,North Tyneside,North Yorkshire,Northamptonshire,Northumberland,Nottingham,Nottinghamshire,Oldham,Oxfordshire,Peterborough,Plymouth,Portsmouth,Reading,Redbridge,Redcar and Cleveland,Richmond upon Thames,Rochdale,Rotherham,Rutland,Salford,Sandwell,Sefton,Sheffield,Shropshire,Slough,Solihull,Somerset,South Gloucestershire,South Tyneside,Southampton,Southend-on-Sea,Southwark,St. Helens,Staffordshire,Stockport,Stockton-on-Tees,Stoke-on-Trent,Suffolk,Sunderland,Surrey,Sutton,Swindon,Tameside,Telford and Wrekin,Thurrock,Torbay,Tower Hamlets,Trafford,Wakefield,Walsall,Waltham Forest,Wandsworth,Warrington,Warwickshire,West Berkshire,West Sussex,Westminster,Wigan,Wiltshire,Windsor and Maidenhead,Wirral,Wokingham,Wolverhampton,Worcestershire,York
2020-03-11,1.8868102529269146,6.375274136787882,1.631328023360617,0.5205459485908821,0.5826724856225564,3.235486819435569,1.3142055102008632,0.6714022908246163,0.7178493234270127,1.7520990146195141,1.2633153437228388,2.46556428547947,0.5584792981032182,5.743738569204492,3.0992269150639644,0.8631758397082465,3.020272066107715,3.5181341297895234,2.104067161823805,1.4280138231738084,0.9209770952996399,7.627008763433069,1.0578055471322891,0.5252238766774338,1.468420156122431,1.4135074774545557,0.18976052222095716,1.3631964229725861,1.8165492829820475,2.4053494972819554,0.938385601411332,1.9442089791347492,2.386508939360064,2.7663004252558197,0.6440352673712412,0.531231074892957,1.2475594618028483,6.433087121544408,1.1778077464415484,0.721253538650174,2.9951867349169885,0.744367842226499,0.493807652043376,1.1048712193674453,2.7953848196627367,4.528591085642624,1.5572443004858603,10.785973919515063,2.0344165148120052,4.434196523589925,4.797140904021203,1.072478067823513,1.9394127458205657,0.5205432389241412,2.7018697783200283,3.280581581502769,4.431609191157462,1.4130480860263674,2.0908079718326347,27.529337951433128,0.9562527133670741,0.3836636037522301,1.7096939647803044,0.6837965295046806,0.6685788020405025,9.204797540478097,0.5784870580048973,1.393827119820982,0.2815172654538903,1.432114889984934,2.965051921353645,1.1907392241407824,1.212576847057682,0.9341036574828709,1.4608483511587265,2.1593996868870455,8.24498268553636,0.7115158845921236,0.7445822335233259,1.6655784887207026,1.4204343688299883,0.22131728045325777,0.6257000018771001,0.5813784483009214,0.46746665794062237,0.9709444862489987,0.8136630295929244,1.6050892028324475,0.3122326507927587,2.114362866955227,1.8223212485087337,2.5464407124941113,3.49078723070031,0.994821951741187,0.3800836183960471,0.4648287338530119,1.22546766909922,0.32910109327383186,0.7314325838587458,1.5235850973063017,1.3636301653174303,1.5113102682197899,2.5190820465022545,0.3930694003333229,0.6109146002480312,0.3631134802248399,2.9184248745935664,1.5611632539637934,8.047642040882021,0.46531322559781113,0.8938163993857693,2.1228117349032707,0.665490965960137,1.1867276380955394,1.0961126365345302,11.03210025972716,0.5554043621458603,0.7997998215303826,1.7136492160054837,2.028263856845137,0.7817599762344967,0.5273176930905563,0.36046817606707593,1.7648037622254678,2.933626696002934,0.9009171336420476,1.3321669471618185,0.5624328595773879,1.1592522822779308,4.418912947414936,3.4623314080672323,2.9614587299572706,0.2898231499139225,2.4701988157161106,1.8070112034694616,7.96388073782292,0.47721990770566985,2.1015393775940874,0.6308073703533152,0.8150414739675754,14.883050555372781,0.9199970560094207,1.60621928105625,4.638649225345579,1.237489752037991,4.7625000744140635,4.961680559372232,1.5201239069886852,1.4292996907948337
2020-03-12,1.8868102529269146,1.2750548273575764,0.0,1.0410918971817642,0.0,2.0221792621472305,0.6132959047604029,0.0,0.7178493234270127,0.35041980292390285,0.7579892062337032,0.0,0.3723195320688121,2.7207182696231804,0.0,0.21579395992706163,1.8121632396646288,2.407144404592832,0.0,0.0,0.61398473019976,1.9067521908582672,0.0,0.7878358150161507,0.2936840312244862,0.0,0.0,0.5452785691890345,2.076056323408054,1.2026747486409777,0.938385601411332,0.0,0.25121146730105937,0.25148185684143815,0.0,0.531231074892957,1.2475594618028483,0.8772391529378739,0.5889038732207742,0.360626769325087,1.797112040950193,0.47368862687140845,0.0,0.31567749124784156,2.0965386147470526,2.090118962604288,0.0,0.5392986959757531,1.8164433167964336,2.58661463876079,3.1980939360141356,0.0,0.38788254916411313,0.0,0.16886686114500177,1.3122326326011076,0.36930076592978855,0.0,4.181615943665269,3.841302969967413,0.38250108534682964,0.0,0.5698979882601014,0.0,0.0,1.2273063387304128,0.4132050414320695,0.12671155634736198,0.2815172654538903,0.2864229779969868,2.965051921353645,0.39691307471359416,0.606288423528841,0.0,0.0,0.35989994781450757,1.4549969445064166,0.0,0.37229111676166293,0.0,0.5681737475319953,0.11065864022662888,0.0,0.0,0.46746665794062237,0.0,0.48819781775575466,0.4012723007081119,0.0,0.906155514409383,0.48595233293566237,0.4244067854156852,0.14544946794584626,0.0,0.0,0.4648287338530119,0.61273383454961,0.0,0.0,0.5078616991021006,0.0,0.0,0.0,0.3930694003333229,1.2218292004960625,1.0893404406745197,0.34334410289336076,0.9366979523782761,4.0238210204410105,0.0,0.17876327987715387,1.0614058674516353,0.0,0.0,0.5480563182672651,3.152028645636331,0.0,0.3427713520844497,0.34272984320109673,0.0,0.0,0.3954882698179172,0.0,1.512688939050401,0.9778755653343111,0.0,1.7762225962157578,0.0,0.0,0.0,1.5737870036669237,1.269196598553116,1.15929259965569,2.4701988157161106,0.3614022406938923,3.6756372636105787,0.9544398154113397,0.7005131258646959,1.2616147407066305,0.1164344962810822,5.483229151979446,0.3066656853364736,0.20077741013203124,3.3133208752468426,0.30937243800949776,1.1906250186035159,1.908338676681628,0.8445132816603806,0.0
2020-03-13,0.47170256323172866,1.5300657928290915,0.0,0.5205459485908821,0.0,1.6177434097177845,1.2265918095208057,0.0,0.0,0.35041980292390285,0.0,0.0,0.0,0.9069060898743936,0.6887170922364366,0.6473818797811849,1.208108826443086,1.1109897251966916,1.578050371367854,0.0,0.7674809127497,1.9067521908582672,1.0578055471322891,0.5252238766774338,0.0,0.17668843468181947,0.0,0.0,1.038028161704027,1.4031205400811404,0.0,0.3888417958269499,1.0048458692042375,0.7544455705243145,0.0,0.2656155374464785,0.31188986545071207,0.8772391529378739,1.1778077464415484,0.1803133846625435,1.1980746939667952,0.744367842226499,0.0,0.4735162368717623,1.7471155122892104,1.393412641736192,0.7786221502429301,1.6178960879272593,1.08986599007786,2.956131015726617,1.5990469680070678,0.0,0.38788254916411313,0.5205432389241412,0.7599008751525079,0.9841744744508306,1.8465038296489427,0.0,2.5089695661991622,1.9206514849837064,0.44625126623796796,0.0,0.5698979882601014,0.0,0.0,3.375092431508636,0.2479230248592417,0.0,0.2815172654538903,0.2864229779969868,0.988350640451215,0.0,0.4041922823525607,0.46705182874143547,1.2782423072638858,1.0796998434435228,3.394992870514972,0.0,0.0,0.666231395488281,0.852260621297993,0.6639518413597734,0.0,0.0,0.46746665794062237,1.456416729373498,0.32546521183716975,0.26751486713874123,0.0,1.2082073525458439,0.48595233293566237,0.8488135708313704,0.581797871783385,0.0,0.7601672367920942,0.4648287338530119,0.0,0.9873032798214955,0.0,1.5235850973063017,0.45454338843914344,0.37782756705494747,0.0,0.7861388006666458,0.6109146002480312,0.0,0.6866882057867215,0.0,2.682547346960674,0.0,0.5362898396314616,1.0614058674516353,0.0,0.7911517587303596,0.0,2.5216229165090653,0.5554043621458603,0.6855427041688994,1.0281895296032904,0.0,0.0,0.13182942327263908,0.0,0.42019137195844475,1.9557511306686222,0.9009171336420476,0.8881112981078789,0.0,0.0,0.0,0.9442722022001543,0.8461310657020772,0.0,0.705771090204603,0.7228044813877846,1.2252124212035262,0.0,0.5253848443985218,0.0,0.3493034888432466,3.1332738011311116,0.0,0.803109640528125,0.0,0.30937243800949776,0.0,4.198345088699582,0.0,0.47643323026494455
2020-03-14,0.9434051264634573,1.5300657928290915,0.8156640116803086,0.0,0.0,1.2133075572883385,0.6132959047604029,0.0,0.7178493234270127,0.0,0.25266306874456773,0.0,0.3723195320688121,2.116114209706918,0.0,0.43158791985412326,1.8121632396646288,0.5554948625983458,0.0,0.0,0.0,0.3813504381716534,0.0,0.7878358150161507,0.0,0.17668843468181947,0.18976052222095716,0.0,3.633098565964095,1.2026747486409777,0.0,0.3888417958269499,0.7536344019031781,0.25148185684143815,0.0,0.531231074892957,0.6237797309014241,0.5848261019585826,0.0,0.0,2.096630714441892,0.3383490191938632,0.0,0.0,0.6988462049156842,1.7417658021702402,0.7786221502429301,1.0785973919515062,0.36328866335928667,0.3695163769658271,3.5978556780159026,0.0,0.7757650983282263,0.5205432389241412,0.33773372229000354,0.3280581581502769,1.4772030637191542,0.0,2.0908079718326347,1.9206514849837064,0.3187509044556914,0.0,1.7096939647803044,0.0,0.0,3.0682658468260327,0.0,0.0,0.0,0.1432114889984934,0.6589004269674766,0.0,0.4041922823525607,0.0,0.0,0.0,2.909993889012833,0.0,0.37229111676166293,0.666231395488281,1.1363474950639907,0.11065864022662888,0.0,0.0,0.0,0.4854722431244993,0.16273260591858488,0.26751486713874123,0.0,0.30205183813646097,0.9719046658713247,0.4244067854156852,0.0,0.0,0.0,1.3944862015590356,1.8382015036488302,0.9873032798214955,0.0,0.0,0.0,0.0,0.0,0.0,0.9163719003720471,0.7262269604496798,1.0300323086800822,0.0,1.341273673480337,0.0,0.35752655975430775,0.0,0.0,0.0,0.5480563182672651,3.152028645636331,0.0,0.45702846944593295,1.0281895296032904,0.5070659642112842,0.39087998811724833,0.26365884654527816,0.0,0.7563444695252005,0.9778755653343111,0.0,0.8881112981078789,0.0,0.5796261411389654,0.0,0.9442722022001543,0.4230655328510386,0.0,0.705771090204603,1.084206722081677,3.3693341583096967,0.0,0.17512828146617399,0.6308073703533152,0.6986069776864932,3.91659225141389,0.3066656853364736,0.0,1.9879925251481054,0.6187448760189955,0.0,3.0533418826906047,0.16890265633207613,0.47643323026494455
2020-03-15,1.8868102529269146,2.5501096547151527,0.4078320058401543,0.0,0.0,0.40443585242944613,1.0513644081606905,0.0,0.0,0.7008396058478057,0.0,0.8218547618264901,0.0,2.4184162396650493,0.6887170922364366,0.21579395992706163,2.1141904462754004,0.3703299083988971,0.0,0.0,0.30699236509988,1.1440513145149604,1.763009245220482,0.2626119383387169,0.5873680624489724,0.17668843468181947,0.18976052222095716,0.0,1.8165492829820475,0.20044579144016292,0.0,1.5553671833077996,1.2560573365052967,0.37722278526215725,0.0,0.2656155374464785,1.2475594618028483,2.3393044078343306,0.0,0.0,0.5990373469833976,0.4060188230326358,0.0,0.4735162368717623,2.0965386147470526,0.696706320868096,0.0,1.6178960879272593,0.7992350593904306,1.4780655078633085,2.3985704520106017,0.0,1.9394127458205657,1.5616297167724236,1.2665014585875132,1.6402907907513844,1.8465038296489427,0.0,2.5089695661991622,0.6402171616612354,0.3187509044556914,0.0,1.1397959765202028,0.2279321765015602,1.337157604081005,3.988745600873842,0.1652820165728278,0.25342311269472395,0.0,0.2864229779969868,1.97670128090243,0.2646087164757294,0.0,0.0,0.5478181316845225,0.7197998956290151,0.4849989815021389,0.0,0.37229111676166293,1.332462790976562,1.9886081163619833,0.11065864022662888,0.0,0.0,0.46746665794062237,0.0,0.0,0.13375743356937062,0.6244653015855174,0.6041036762729219,0.6074404161695779,0.0,0.7272473397292313,0.0,1.1402508551881414,1.3944862015590356,1.22546766909922,1.6455054663691593,0.0,1.015723398204201,0.45454338843914344,0.0,0.0,0.0,1.2218292004960625,0.3631134802248399,1.0300323086800822,0.0,2.682547346960674,0.0,0.17876327987715387,0.3538019558172118,0.0,0.3955758793651798,0.0,3.782434374763598,0.5554043621458603,0.7997998215303826,0.0,0.0,0.0,0.7909765396358344,0.7209363521341519,0.7563444695252005,0.0,0.4504585668210238,1.3321669471618185,0.0,0.0,0.7364854912358226,0.9442722022001543,0.8461310657020772,0.0,1.411542180409206,1.4456089627755693,3.6756372636105787,0.47721990770566985,0.5253848443985218,0.6308073703533152,0.1164344962810822,1.958296125706945,0.3066656853364736,0.0,0.6626641750493685,0.0,1.1906250186035159,1.145003206008977,0.6756106253283045,0.0
2020-03-16,1.8868102529269146,2.805120620186668,0.0,0.5205459485908821,0.0,1.6177434097177845,1.3142055102008632,0.0,0.7178493234270127,1.0512594087717086,0.0,0.8218547618264901,0.0,3.023020299581312,0.6887170922364366,0.0,1.8121632396646288,1.6664845877950372,0.5260167904559513,0.9520092154492056,0.15349618254994,1.1440513145149604,0.0,0.0,0.5873680624489724,0.5300653040454584,0.0,1.6358357075671035,3.373591525538088,2.4053494972819554,0.0,2.3330507749616993,2.1352974720590048,0.5029637136828763,0.6440352673712412,0.0,0.9356695963521361,4.093782713710078,0.5889038732207742,0.1803133846625435,0.5990373469833976,0.3383490191938632,0.0,0.6313549824956831,1.7471155122892104,2.090118962604288,0.7786221502429301,1.6178960879272593,1.3804969207652895,0.7390327539316542,4.797140904021203,0.0,0.7757650983282263,0.0,0.5066005834350052,2.952523423352492,3.323706893368097,0.0,2.0908079718326347,3.841302969967413,0.5100014471291062,0.0,2.8494899413005075,0.4558643530031204,0.0,4.909225354921651,0.5784870580048973,0.12671155634736198,0.5630345309077806,0.2864229779969868,3.623952348321122,0.0,0.606288423528841,0.0,1.095636263369045,0.35989994781450757,2.909993889012833,0.0,0.0,0.0,2.5567818638939785,0.6639518413597734,0.0,0.5813784483009214,0.0,0.4854722431244993,0.48819781775575466,0.13375743356937062,0.3122326507927587,0.30205183813646097,0.6074404161695779,1.6976271416627409,0.43634840383753876,0.0,0.3800836183960471,2.324143669265059,0.61273383454961,1.974606559642991,0.0,2.031446796408402,1.3636301653174303,0.37782756705494747,0.0,1.9653470016666141,1.5272865006200784,0.0,2.4034087202535255,0.0,4.694457857181179,0.9306264511956223,0.0,0.0,0.665490965960137,0.7911517587303596,1.0961126365345302,5.043245833018131,0.0,0.9140569388918659,1.0281895296032904,0.5070659642112842,0.0,0.13182942327263908,0.7209363521341519,1.0924975670919563,1.466813348001467,0.0,0.8881112981078789,0.5624328595773879,1.1592522822779308,0.7364854912358226,0.9442722022001543,0.4230655328510386,0.0,0.3528855451023015,0.7228044813877846,3.98194036891146,0.0,1.4010262517293919,0.6308073703533152,0.3493034888432466,5.483229151979446,0.0,0.803109640528125,1.325328350098737,0.6187448760189955,0.0,1.5266709413453023,0.5067079689962284,0.0
2020-03-17,2.358512816158643,1.785076758300607,0.8156640116803086,0.0,1.1653449712451127,2.426615114576677,2.102728816321381,0.0,1.4356986468540254,0.35041980292390285,0.25266306874456773,0.8218547618264901,0.5584792981032182,6.9529466890370175,0.0,0.8631758397082465,2.7182448594969433,1.29615467939614,1.0520335809119026,0.0,0.15349618254994,1.5254017526866137,0.0,1.0504477533548675,0.2936840312244862,0.35337686936363893,0.3795210444419143,1.090557138378069,5.449647848946142,2.4053494972819554,0.0,1.1665253874808497,1.130451602854767,0.25148185684143815,0.6440352673712412,0.531231074892957,0.6237797309014241,2.631717458813622,0.2944519366103871,1.081880307975261,3.594224081900386,0.6766980383877264,0.493807652043376,0.7891937281196039,4.891923434409789,2.090118962604288,1.5572443004858603,4.314389567806025,1.08986599007786,1.4780655078633085,5.596664388024737,0.0,1.1636476474923394,0.5205432389241412,0.4221671528625044,5.24893053040443,2.9544061274383084,0.0,2.927131160565689,4.481520131628649,0.3187509044556914,0.0,3.419387929560609,0.2279321765015602,0.0,6.443358278334668,0.3305640331456556,0.380134669042086,0.8445517963616709,0.5728459559939736,2.6356017078699066,0.2646087164757294,0.8083845647051214,2.335259143707177,0.7304241755793632,0.7197998956290151,4.849989815021389,0.0,1.1168733502849888,1.9986941864648429,1.4204343688299883,0.6639518413597734,0.0,0.0,0.46746665794062237,0.4854722431244993,0.32546521183716975,0.5350297342774825,0.6244653015855174,1.5102591906823049,0.3644642497017468,0.4244067854156852,1.3090452115126163,0.0,0.0,1.3944862015590356,1.22546766909922,2.632808746190655,0.7314325838587458,2.5393084955105025,2.2727169421957174,0.7556551341098949,0.0,0.7861388006666458,0.6109146002480312,0.3631134802248399,2.2317366688068447,0.0,2.682547346960674,0.46531322559781113,0.0,0.3538019558172118,0.0,0.3955758793651798,1.0961126365345302,5.98885442670903,0.0,0.5712855868074163,2.0563790592065807,1.5211978926338527,0.39087998811724833,0.5273176930905563,0.0,1.5967272134420902,1.9557511306686222,0.4504585668210238,1.3321669471618185,0.0,1.7388784234168961,0.7364854912358226,1.8885444044003086,0.0,0.0,1.411542180409206,1.8070112034694616,6.12606210601763,0.0,0.7005131258646959,0.6308073703533152,1.0479104665297396,3.91659225141389,0.3066656853364736,0.20077741013203124,0.6626641750493685,0.0,0.5953125093017579,5.725016030044884,1.0134159379924568,0.9528664605298891
2020-03-18,2.358512816158643,3.570153516601214,1.223496017520463,2.6027297429544105,1.1653449712451127,2.426615114576677,2.8036384217618413,0.0,0.0,1.0512594087717086,0.25266306874456773,0.0,0.3723195320688121,6.348342629120755,1.3774341844728732,1.5105577194894315,3.926353685940029,1.1109897251966916,1.0520335809119026,0.0,1.22796946039952,3.8135043817165344,2.1156110942645783,1.0504477533548675,0.5873680624489724,0.8834421734090974,0.3795210444419143,1.090557138378069,3.8926056063901013,4.610253203123747,0.0,1.5553671833077996,1.3816630701558266,0.37722278526215725,0.3220176336856206,0.2656155374464785,1.8713391927042722,5.263434917627244,0.2944519366103871,0.5409401539876305,2.096630714441892,0.6090282345489536,0.0,1.2627099649913662,4.193077229494105,2.438472123038336,0.0,4.853688263781779,1.2351814554215748,4.803712900555753,9.19452006604064,1.072478067823513,4.266708040805244,0.0,2.026402333740021,1.6402907907513844,4.062308425227674,0.0,3.3452927549322156,5.1217372932898835,0.7650021706936593,0.0,1.1397959765202028,1.139660882507801,1.337157604081005,5.216051939604255,0.826410082864139,0.5068462253894479,1.4075863272694515,1.718537867981921,2.965051921353645,0.6615217911893235,1.8188652705865234,2.8023109724486126,0.5478181316845225,0.35989994781450757,6.304986759527805,0.7115158845921236,4.467493401139955,0.9993470932324214,3.409042485191972,0.99592776203966,0.0,0.0,0.0,1.9418889724979973,0.48819781775575466,0.0,0.3122326507927587,0.6041036762729219,1.2148808323391558,0.8488135708313704,1.0181462756209239,0.4974109758705935,1.1402508551881414,1.3944862015590356,2.45093533819844,3.949213119285982,0.0,2.5393084955105025,0.45454338843914344,0.7556551341098949,0.0,1.1792082009999685,2.13820110086811,0.3631134802248399,3.0900969260402467,1.2489306031710348,0.6706368367401685,0.46531322559781113,0.17876327987715387,0.7076039116344236,0.665490965960137,0.7911517587303596,0.0,6.304057291272662,1.1108087242917206,1.2568282909763155,2.399108902407677,0.0,0.39087998811724833,0.5273176930905563,0.36046817606707593,2.857301329317424,2.444688913335778,0.9009171336420476,1.3321669471618185,0.5624328595773879,2.8981307056948267,0.7364854912358226,3.1475740073338474,2.115327664255193,1.15929259965569,1.7644277255115075,3.975424647632815,4.594546579513223,0.0,2.6269242219926094,1.8924221110599455,1.0479104665297396,3.5249330262725005,0.6133313706729472,0.803109640528125,0.0,0.0,2.3812500372070318,2.290006412017954,1.0134159379924568,0.9528664605298891
2020-03-19,1.8868102529269146,6.630285102259398,2.039160029200772,1.5616378457726463,1.1653449712451127,2.0221792621472305,3.066479523802014,0.0,0.0,0.7008396058478057,0.25266306874456773,0.8218547618264901,0.0,6.650644659078886,0.6887170922364366,0.43158791985412326,1.8121632396646288,1.1109897251966916,1.0520335809119026,0.0,1.07447327784958,1.9067521908582672,1.4104073961763854,1.0504477533548675,1.1747361248979449,0.35337686936363893,0.3795210444419143,1.3631964229725861,2.3355633638340607,5.211590577444236,0.938385601411332,3.8884179582694984,1.0048458692042375,0.0,1.2880705347424823,0.531231074892957,3.1188986545071202,5.263434917627244,0.5889038732207742,0.721253538650174,4.492780102375483,0.6766980383877264,0.0,0.31567749124784156,2.0965386147470526,2.090118962604288,0.0,1.6178960879272593,1.8164433167964336,3.6951637696582713,4.397379162019436,0.0,2.7151778441487915,0.0,1.94196890316752,4.2647560559536,4.800909957087251,0.0,3.763454349298743,3.201085808306177,0.8925025324759359,0.0,3.419387929560609,0.4558643530031204,0.0,6.750184863017272,1.1569741160097946,0.760269338084172,1.6891035927233418,2.2913838239758944,5.271203415739813,0.39691307471359416,1.212576847057682,1.8682073149657419,0.7304241755793632,1.0796998434435228,5.334988796523527,0.0,2.2337467005699776,1.6655784887207026,1.704521242595986,0.3319759206798867,0.0,1.162756896601843,0.0,1.456416729373498,0.48819781775575466,1.3375743356937062,0.6244653015855174,1.2082073525458439,1.0933927491052402,2.122033927078426,1.8908430832960013,0.4974109758705935,0.7601672367920942,1.8593149354120475,0.61273383454961,3.949213119285982,0.7314325838587458,2.031446796408402,0.45454338843914344,0.7556551341098949,0.0,2.75148580233326,5.498231402232282,1.4524539208993597,4.4634733376136895,0.6244653015855174,3.3531841837008423,2.326566127989056,0.17876327987715387,0.3538019558172118,0.665490965960137,1.1867276380955394,0.0,4.728042968454497,0.5554043621458603,1.485342525699282,2.399108902407677,0.5070659642112842,0.39087998811724833,0.13182942327263908,1.0814045282012277,1.848842036617157,1.466813348001467,0.0,1.7762225962157578,1.1248657191547757,0.5796261411389654,0.0,3.1475740073338474,1.6922621314041544,0.2898231499139225,2.823084360818412,3.252620166245031,5.207152790114986,0.9544398154113397,1.4010262517293919,0.6308073703533152,1.0479104665297396,3.5249330262725005,0.0,1.0038870506601563,3.975985050296211,0.30937243800949776,1.1906250186035159,2.6716741473542793,1.5201239069886852,0.9528664605298891
2020-03-20,4.245323069085558,5.355230274901821,0.4078320058401543,1.5616378457726463,0.0,3.6399226718650155,4.555912435362992,1.3428045816492327,0.7178493234270127,0.7008396058478057,0.0,0.8218547618264901,0.3723195320688121,6.348342629120755,1.0330756383546549,0.8631758397082465,5.4364897189938866,1.29615467939614,0.5260167904559513,0.0,1.3814656429494598,2.288102629029921,0.7052036980881927,0.2626119383387169,0.8810520936734586,1.0601306080909167,0.5692815666628714,0.27263928459451725,6.487676010650168,2.4053494972819554,0.0,1.1665253874808497,1.3816630701558266,0.37722278526215725,1.2880705347424823,0.7968466123394354,3.4307885199578325,4.678608815668661,0.0,0.721253538650174,5.990373469833977,1.0827168614203622,0.493807652043376,1.1048712193674453,4.891923434409789,4.876944246076672,0.7786221502429301,4.314389567806025,2.17973198015572,4.064680146624099,5.596664388024737,1.072478067823513,1.5515301966564525,2.6027161946207062,1.8575354725950193,3.6086397396530456,2.5851053615085196,0.7065240430131837,1.2544847830995811,3.201085808306177,1.0200028942582124,0.0,3.419387929560609,0.9117287060062408,0.6685788020405025,9.204797540478097,0.6611280662913112,0.8869808944315339,0.5630345309077806,0.8592689339909605,7.247904696642244,0.6615217911893235,2.0209614117628036,4.203466458672919,0.7304241755793632,0.7197998956290151,4.36499083351925,1.4230317691842471,0.7445822335233259,2.664925581953124,3.9772162327239666,0.3319759206798867,0.6257000018771001,0.5813784483009214,0.9349333158812447,1.456416729373498,1.301860847348679,1.3375743356937062,0.3122326507927587,2.114362866955227,1.0933927491052402,1.2732203562470557,0.7272473397292313,2.487054879352968,0.7601672367920942,1.3944862015590356,0.61273383454961,1.6455054663691593,0.0,4.570755291918904,1.3636301653174303,1.1334827011648423,0.0,3.5376246029999057,1.8327438007440942,0.7262269604496798,4.29180128616701,1.5611632539637934,3.3531841837008423,1.8612529023912445,0.5362898396314616,0.0,1.330981931920274,1.1867276380955394,0.0,7.249665884963562,2.2216174485834412,1.7138567604222485,0.6854596864021935,1.0141319284225685,0.39087998811724833,0.5273176930905563,1.0814045282012277,2.1849951341839127,4.889377826671556,0.4504585668210238,0.8881112981078789,0.5624328595773879,0.0,3.6824274561791133,3.4623314080672323,2.9614587299572706,0.579646299827845,3.175969905920714,4.6982291290206,7.044971421920276,0.47721990770566985,2.1015393775940874,1.2616147407066305,0.9314759702486576,5.874888377120835,0.3066656853364736,0.803109640528125,3.3133208752468426,0.6187448760189955,1.1906250186035159,5.725016030044884,2.364637188649066,0.47643323026494455
